Time,SpeedKN,SpeednKM,Course,Coordinates,ROT,OrderROT,COG,Engine,Rudder
00:00:02,0.427,0.79,270,N67°26'16″   E05°14'50″,0,0,268.4,50.83%,0%
00:00:04,2.373,4.39,270,N67°26'16″   E05°14'50″,0,0,268.4,50.83%,0%
00:00:06,4.319,8,270,N67°26'16″   E05°14'50″,0,0,268.4,50.83%,0%
00:00:08,6.265,11.6,270,N67°26'16″   E05°14'50″,0,0,268.4,50.83%,0%
00:00:10,8.198,15.18,270,N67°26'16″   E05°14'50″,0,0,268.4,50.83%,0%
00:00:12,8.234,15.25,270,N67°26'15″   E05°14'50″,0,0,268.4,50.83%,0%
00:00:14,8.234,15.25,270.01,N67°26'15″   E05°14'50″,0,0,268.4,50.83%,0%
00:00:16,8.234,15.25,270.01,N67°26'15″   E05°14'50″,0,0,268.4,50.83%,0%
00:00:18,8.235,15.25,270.01,N67°26'15″   E05°14'50″,0,0,268.4,50.83%,0%
00:00:20,8.235,15.25,270.01,N67°26'14″   E05°14'50″,0,0,268.4,50.83%,0%
00:00:22,8.235,15.25,270.01,N67°26'14″   E05°14'50″,0,0,268.4,50.83%,0%
00:00:24,8.235,15.25,270.01,N67°26'14″   E05°14'50″,0,0,268.4,50.83%,0%
00:00:26,8.235,15.25,270.01,N67°26'13″   E05°14'50″,0,0,268.4,50.83%,0%
00:00:28,8.235,15.25,270.01,N67°26'13″   E05°14'50″,0,0,268.4,50.83%,0%
00:00:30,8.235,15.25,270.01,N67°26'13″   E05°14'50″,0,0,268.4,50.83%,0%
00:00:32,8.235,15.25,270.01,N67°26'12″   E05°14'50″,0,0,268.4,50.83%,0%
00:00:34,8.235,15.25,270.01,N67°26'12″   E05°14'50″,0,0,268.4,50.83%,0%
00:00:36,8.235,15.25,270.01,N67°26'12″   E05°14'50″,0,0,268.4,50.83%,0%
00:00:38,8.235,15.25,270.01,N67°26'12″   E05°14'50″,0,0,268.4,50.83%,0%
00:00:40,8.235,15.25,270.01,N67°26'11″   E05°14'50″,0,0,268.4,50.83%,0%
